"","(15Z)-Tetracosenoic acid","(5-L-Glutamyl)-L-glutamine","1-4-beta-D-Xylan","10(S)17(S)-DiHDHA/protectin D1","11-HETE","12(S)-HETE","15(S)-HETE","2-Oxoglutaramate","2-Oxoglutarate","3',5'-Cyclic IMP","3-Methyleneoxindole","4-Acetamidobutanoate","4-Pyridoxate","5'-Phosphoribosyl-N-formylglycinamide","5-6-Dihydrothymine","5-Guanidino-2-oxopentanoate","5-Hydroxyindoleacetate","5-Hydroxyisourate","5-Oxoproline","5(S)-HETE","acetyl-carnitine","Acetylcholine","acyl-C12 (O-dodecanoyl-carnitine)","acyl-C12:1 (O-dodecenoyl-carnitine)","acyl-C14 (O-tetradecanoyl-L-carnitine)","acyl-C14:1 (Tetradecenoyl Carnitine)","acyl-C16 (L-Palmitoylcarnitine)","acyl-C16:1 (Hexadecenoyl-carnitine)","acyl-C18 (Octadecanoyl-L-carnitine)","acyl-C18:1 (O-octadecenoyl-L-carnitine)","acyl-C18:2","acyl-C4-DC","acyl-C5","acyl-C5-OH","acyl-C5:1","Adenine","Adenosine","Alanine","Allantoate","AMP","Anthranilate","Arginine","Ascorbate","Asparagine","Aspartate","butanoyl-l-carnitine","Chenodeoxycholic acid","Cholic acid","Choline","Citrate","Creatine","Creatinine","Cys-Gly","Cysteine","Cystine","D-Arabitol","D-Glucono-1-5-lactone 6-phosphate","D-Glucose","D-Rhamnose","D-Ribose","Decanoic acid (caprate)","Dehydroascorbate","Deoxycholic acid","DiHOME","Dihomo-g-Linolenic acid/eicosatrienoic acid","Dimethylglycine","Diphosphate","Docosahexaenoic acid","Docosapentaenoic acid","Dodecanedioic acid","Dodecanoic acid","Dopamine","Ectoine","EpOME/HODE","Fumarate","gamma-Glutamyl-Se-methylselenocysteine","gamma-L-Glutamyl-D-alanine","Glutamate","Glutamine","Glycerol 3-phosphate","Glycine","Glycochenodeoxycholic acid","Glycocholic acid","Guanidinoacetate","Guanine","HEPE/oxoETE","Heptanoic acid","Hexadecanoic acid","Hexadecenoic acid","Hexanoic acid (caproate)","hexanoyl-L-carnitine","Hexose phosphate","Histidine","HOTrE/oxoODE","Hypoxanthine","Icosapentaenoic acid","Icosatetraenoic acid","IDP","Indole","Indole-3-acetaldehyde","Indole-3-acetate","kynurenine","L-Adrenaline","L-Arabinose","L-Carnitine","L-Citrulline","L-Methionine S-oxide","L-octanoylcarnitine","Lactate","Leucine/isoleucine","Leukotriene B4/PGA1/PGB1","Linoleate","LPA_16:0","LPA_16:1","LPA_18:2","LPA_20:4","Lysine","Lysophosphatidic Acid","Lysophosphatidylinositol","Malate","Maltose","Mannitol","Methionine","N-Acetylneuraminate","N-Acetylornithine","N-formyl kynurenine","Nonanoic acid (pelargonate)","O-Decanoyl-L-carnitine","O-Decenoyl-L-carnitine","Octadecanoic acid","Octadecatrienoic acid","Octadecenoic acid (Oleic acid)","Octanoic acid (caprylate)","octenoyl-l-carnitine","Ornithine","Oxaloacetate","Pantothenate","Phenylalanine","Phosphate","Picolinic acid","Proline","propionyl-carnitine","Prostaglandin A2/B2/J2","Prostaglandin A3/B3","Pyridoxal","Pyridoxamine 5'-phosphate","Pyruvate","quinolinic acid","Resolvin D1/D2","S-Adenosyl-L-homocysteine","Serine","Sphinganine 1-phosphate","Sphingosine","Sphingosine 1-phosphate","Stearidonic acid","Succinate","Taurine","Taurochenodeoxycholic acid","Taurocholic acid","Taurodeoxycholic acid","Taurolithocholic acid","Tauroursodeoxycholic acid","Tetradecanoic acid","Threonine","Thymidine","trans-4-Hydroxy-L-proline","Tryptophan","Tyrosine","UDP","UMP","Urate","Ursodeoxycholic acid","Valine","Xanthine"
"HTP0444B2",432910.2656,61049.48157,133471.0876,9470.031424,4170.437842,3302.361858,1118.922647,25865.16275,92469.85797,30782580.27,2226268.103,30296.4584,27807.12593,3199.684089,567615.4421,4214052.93,269581.2921,333723.7864,4625698.484,3549.396029,7223269.085,729355.3771,338258.8419,332029.9479,91127.9479,232554.4659,383336.0864,43465.37583,165059.1002,1124699.876,162322.4726,37193.60745,400224.0707,27859.8092,26059.06608,60762.4458,45990.10608,9919792.127,567719.3853,14279.72004,37374.34003,1887271.765,18846.07446,492852.5289,413319.8138,162868.0808,126006.2257,12301.02387,6336350.139,3592990.924,8009784.266,4482538.58,14872.91559,23168.60392,290395.6687,12247.42169,6484.828309,4077973.894,162505.8061,95201.59824,76088.77415,238075.891,203035.2424,35943.6652,252832.6506,514745.9253,2725.656297,1601454.905,6670.562825,11880.87127,98084.19588,4560.574965,168253.0084,37185.6276,74762.76699,54781.09328,189058.5663,436253.431,9455795.802,6219.270283,1397697.711,909373.5602,115939.0585,86682.58891,17055.86465,792.5532125,52757.78356,29010975.55,1182496.797,102279.1524,70985.86839,33494.14722,2943803.113,9689.546966,132849.6686,190001.707,862762.8716,389809.06,788348.7637,84263.46801,128299.3113,858059.9998,814738.9175,95201.59824,35307564.84,423125.8367,185113.3172,127220.3869,27845016.24,57927982.14,10706.01659,13893499.04,6175.046086,1168.703579,61391.00461,12703.28281,5778696.469,4666.863597,21889.11497,165867.7208,6201.13934,111756.6931,5456290.162,30682.74481,4936711.356,390947.196,132266.8968,79258.76205,121944.8881,22759873.32,1485839.499,31840135.28,79279.96753,1198912.782,2638197.638,9742.544167,52479.1963,64216171.68,2220938.679,104102.3863,10530402.78,715415.008,1110.86216,11199.64324,932.4341139,14937.61323,695430.7199,13834.66077,27933.81172,34735.45884,843468.866,34281.0472,57696.35635,224018.9006,42156.47626,92171.6728,552054.6982,53391.67031,11430.28249,88097.15839,10520.36227,3054.672159,399306.9999,2116799.832,138568.7983,1908850.283,30818580.91,24496905,580009.3207,34115.30552,21761645.23,31776.81711,37356047.9,75804.14439
"HTP0445A",375218.496,33713.12102,183788.2008,13418.83032,6546.387834,3780.455477,1866.767733,34515.95941,59203.59833,24404643.58,1048915.07,123218.2058,15481.03793,233.3777233,390607.6358,2827484.106,219296.3976,230238.7871,2110376.842,5220.944229,6322315.381,444774.8905,276900.6015,257635.5046,99807.93023,332417.9892,523473.6638,63773.43515,86827.22303,1051801.12,9036.474941,47464.61865,195945.7857,13676.17429,11117.95513,59836.93937,15676.11542,5126683.072,460730.5652,6520.734376,193169.0839,1297008.051,30624.15308,387489.0784,319207.7403,94249.98437,425344.4843,63040.53334,7627251.778,2214342.754,6037300.155,4325848.45,21489.40103,68774.75139,320838.6484,17608.50078,16165.98789,5243865.285,125796.1635,119035.5547,107040.0727,140469.2797,773103.0399,119967.0911,699730.8247,353158.6957,4688.450917,925921.7831,17449.36727,49269.30984,133231.3785,34924.87155,224242.7571,115306.0579,59105.343,39969.12701,80314.0259,309362.9068,7256506.517,2129.682682,1723826.543,2209337.629,377255.2164,80594.31246,33394.78297,834.2337752,116645.9818,23157153.58,2646210.535,188131.1622,80669.19909,23268.77221,1770761.314,15291.50844,183486.224,86780.17711,1836543.355,194660.0694,432452.2638,44089.17691,79307.39223,927210.5846,513187.8298,119035.5547,28160482.75,495659.0299,17157.64324,232484.4269,14147115.79,29488896.27,16522.22351,20509498.88,13300.44172,3292.124678,123830.7134,25888.10143,4613120.982,10362.10935,5292.128263,91332.50837,33478.89074,162124.0009,2148606.532,25245.54452,2758857.459,34280.63399,164930.2762,95877.56342,123663.2149,14889819.6,1861766.906,26469043.2,83494.84012,939394.6173,1797734.118,8143.525953,127370.5336,39393587.21,1386950.025,92180.39802,8275810.651,515270.4126,5699.283754,30975.77625,1072.269539,7789.662163,494711.4185,18317.27016,58014.89903,24287.86866,583630.0939,8306.226201,36481.25149,178418.5828,13215.25933,103380.2682,333022.8371,388716.8056,73982.14762,217416.4447,28200.06767,12478.81161,648190.1058,1273832.146,266668.3672,1067978.99,17070241.85,12504729.33,552139.7132,20444.45965,19165425.9,104442.5902,20126886,81950.88906
"HTP0446A",345223.9616,29780.78592,162945.5923,8412.954221,7197.704246,3038.609349,1781.766162,28487.23952,132467.7633,35637646.57,1743442.29,167266.0714,37461.08165,2583.392045,370506.3756,3318832.517,392885.7263,191374.0878,3136997.228,3524.455079,22230167.42,893195.9197,71404.05318,60259.40185,47726.52151,63545.40638,372141.0204,48680.41039,58598.13645,904999.5636,74528.97146,43570.48891,319442.5694,38434.98831,55088.80529,66423.76996,40444.89917,5064040.157,363397.235,10052.4725,74980.86232,1102579.658,36932.90705,269049.4613,427215.7969,188716.1029,56754.57424,21593.76783,4928171.492,5866358.481,10779777.53,7496071.083,16444.96841,37492.31667,399787.2873,22622.28222,6250.046804,4978765.291,128104.7657,112295.1258,96213.82405,287605.6193,541353.426,46954.89731,396610.13,845695.9027,8568.923098,2279164.894,19443.6452,29425.93247,98183.07356,14631.41511,210527.1801,29854.16101,82566.78613,55473.32387,68335.11116,1206777.074,5341839.782,9129.317992,1526800.783,674812.4151,80513.81269,63925.88766,96012.1772,5636.591549,65667.65637,24894364,3573450.483,119290.9606,101602.9036,34182.58679,1708699.862,12664.41718,2493969.334,259792.1118,1515774.523,324329.2347,762472.1401,86415.51848,88443.26752,1725835.428,547381.9553,112295.1258,30636528.43,584759.4237,115048.1351,203008.011,17014094.4,44696149.24,20890.41446,14880879.74,10175.40518,3680.533921,46108.26985,18683.59795,4322229.197,6653.957279,5786.390425,191656.7819,10220.10105,248627.1443,2270862.692,16666.36727,2190635.592,385259.0814,165656.1755,72572.1983,110375.1732,15248815.2,1274880.285,30214130.76,73687.41957,1486501.442,1331706.624,5941.663417,354509.1727,37220340.72,1908619.446,149943.2048,9452254.969,617322.2478,2433.898819,52498.6058,8982.564175,796.2334065,564783.6954,18938.48948,37334.60016,31212.37771,728613.0617,17836.79687,213407.7371,187293.1155,55057.61021,122694.4899,470742.636,45582.7056,15853.04847,127724.6031,16878.02315,4345.420157,835957.8859,958058.084,165909.9294,1547101.507,25593383.76,11135789.09,642101.5082,43223.3605,22426983.61,82688.11635,24524377.37,197430.4466
"HTP0447B2",574840.1134,62047.01929,175486.9874,3995.361213,1609.203785,711.9322204,1527.223288,34215.51839,136378.6866,35476274.98,1603204.37,36534.80699,26201.54412,7574.666537,627821.0862,3590826.513,298284.6978,228382.5555,2840412.456,1099.017215,6739282.759,926989.6532,166208.7027,148176.9574,94075.27658,101744.5155,487547.9699,41731.20296,174302.7095,810905.8332,134634.7325,37811.99668,490335.2069,31504.92283,10481.02035,92216.05334,33006.93828,5107950.499,352381.207,16162.10609,66163.30915,907821.0559,75098.60465,307970.7749,471964.2707,13946.5772,152938.3142,14876.21246,5506164.637,5075964.54,2507943.787,5686722.183,22443.92293,31288.88937,299488.5148,22416.04164,6035.207745,5501732.24,116756.935,127966.799,140254.0256,307091.5096,28586.3649,31745.43228,86673.55522,253529.31,6973.581278,208060.3295,9148.002219,30123.37322,119267.0097,3626.609388,197060.3556,30057.41331,97198.7628,40169.17836,111686.4243,351564.0534,6943382.079,9897.888891,1344824.499,888147.1275,197346.3406,89554.43367,21980.2807,1295.822384,60178.68632,22166284.37,581262.7668,152582.8164,62033.5551,33884.67124,3028405.435,3612.769808,180584.8405,32214.99532,478522.3159,469803.4872,641887.7992,83671.08152,91945.42254,1012714.644,699752.0051,127966.799,33764577.13,346427.0429,63943.48281,109996.4016,35891655.61,47231459.9,3504.668424,8086326.632,5798.335984,1103.838887,52635.3557,14052.0109,4137764.845,4778.639817,690.0265784,237284.5254,17445.62872,132610.5827,4471149.529,43470.31933,106327.1672,181533.3975,145567.6803,29692.03252,73692.40632,25854752.95,1272513.573,17953110.59,103273.3835,683591.582,1516671.522,11236.34639,87403.11734,61202013.94,2951554.542,87189.54924,9980336.61,677908.4746,1738.774713,13643.12927,854.6519474,10237.86539,937521.7579,18591.1273,21889.74972,39820.5915,577315.8594,18997.77785,50647.54613,285169.5372,8257.099484,137201.8971,322993.2767,158760.7865,43059.87148,170527.0516,7362.906043,5100.022346,582923.3443,1103504.348,189799.8485,1381870.376,24052898.25,14964614.54,716695.8548,72660.3458,18940979.34,9692.687406,28069872.83,55976.59896
"HTP0448A",274653.0173,61261.12324,148912.0265,10049.82611,4866.278557,3815.082449,1194.165942,38923.29662,91674.56522,32169566.32,1812637.794,126844.8218,18526.62687,618.7986498,514908.6816,3505796.935,358012.5544,291105.2903,3426384.268,1907.937875,9630453.317,977943.0868,124466.7514,92921.47724,68671.14556,82936.05188,402299.7123,53142.6574,53818.31215,1179182.542,76861.46962,79349.10504,513065.0191,66065.91012,83158.76683,56703.46818,61651.61343,6801268.824,440409.4663,9818.579885,187241.499,2145071.567,59152.17195,433074.0355,466885.7676,141542.9352,86068.81543,82047.07191,8936748.182,2030184.104,2321316.869,8736297.374,21935.78971,64232.71048,282958.3617,18881.03776,11332.69367,5288060.057,138379.585,109028.6548,95987.88067,146038.4146,134810.4551,37936.2766,507763.935,842388.0349,5145.033287,1290728.565,3520.677062,20992.27136,89223.1502,13552.44073,181506.5847,206139.959,71584.80641,54176.74732,93561.96685,441139.4023,7709139.773,3247.555999,1679672.24,962833.7646,183310.8862,83044.31591,32047.09847,825.4249372,71258.07398,21377447.18,2025182.795,121855.5455,100327.4669,22820.66996,2190193.04,11642.56163,116369.3731,133299.5019,1643163.065,168900.8806,665207.3046,96183.8583,100223.2783,1553325.933,1261939.553,109028.6548,38506363.64,766232.7144,87691.74498,681100.3744,17801446.94,63548774.68,14286.19049,14167631.05,12352.92006,3157.763735,79673.84583,18530.24748,6083474.364,8969.090609,9512.462978,156579.4445,16457.00903,89501.59456,3503874.735,27695.63883,4214992.127,387641.8301,147366.2683,166425.0479,495709.5124,13645489.8,1497003.907,20123062.5,75278.06403,1585092.741,1575366.745,7445.012218,294356.1534,44803399.18,1957659.485,1207767.255,8242544.859,848122.8974,3586.229841,32260.19226,848.0823829,7309.724426,619839.4855,16307.0758,46326.39799,30283.08216,651730.9599,43034.23963,65253.27534,728457.4416,25128.57367,92214.99176,312990.0581,127305.4403,27453.43671,40382.46024,14755.56438,7344.889636,378618.6136,1408360.048,158275.1815,1447366.38,30322196.91,12268011.31,507659.4544,62216.23806,25410741.79,55751.40329,28476456.64,47733.06288
"HTP0449A",431808.7939,53256.87054,219333.8577,13528.63824,4053.484771,4377.574406,520.7010353,33943.45753,116011.2511,47538391.37,1589917.112,90197.82817,31550.35331,2391.821605,612749.0845,3355640.869,391210.056,277452.9524,3281754.435,2945.318752,5413368.581,1219094.275,73632.49266,68067.59897,51292.38672,65155.40323,336927.2306,43668.44318,79303.09025,955132.1984,178483.5282,25459.55905,445053.1188,53250.75254,46560.21972,73542.67815,46436.92009,10667206.04,505994.4972,13289.72664,170474.4522,1957417.832,100101.99,489390.1964,505716.0932,92713.28299,67346.1727,17963.48228,8348259.527,2490382.181,4486925.035,11018104.27,15737.34433,58196.6562,448534.0905,24175.61703,15382.64217,6138655.561,192079.6938,130267.9998,126219.122,202573.9313,109395.028,39735.62451,406655.6937,572442.8731,8858.152899,2195345.639,21244.99319,17144.44623,167438.5248,5700.059842,230700.3944,42236.90892,89109.02947,70502.40133,134265.5674,724863.4858,10237481.54,6018.286714,1961416.501,529660.2284,53617.62795,215852.5208,31045.90564,8839.179212,88504.23867,42026858.33,11239590.65,219474.2337,24357.93291,34757.19311,1858210.388,16566.10034,151462.3815,326315.3579,1263080.132,433536.4966,696112.8976,77134.22497,71979.22165,1627697.187,1538467.134,130267.9998,38675581.29,617000.2217,23674.67089,190874.2456,32788348.48,76795349.48,68586.10284,18869439.74,8753.266915,2868.821711,41792.33613,13889.39509,6947564.372,6599.084685,7731.57497,233313.6136,9394.909748,119693.4269,4503287.848,39926.19878,3423540.47,49345.06541,169142.9225,86074.67891,115644.2574,25782712.47,1974003.376,32727969.94,68262.96842,776445.44,2630429.809,6502.062238,61381.81816,53432412.29,2880378.25,164855.0407,13477259.51,760007.7066,2539.01051,34450.35837,1643.00249,6281.334774,887171.3543,27593.81502,51753.00698,26285.10285,778600.6205,61196.61311,187526.1983,601412.6247,45160.90527,129925.1277,426911.1711,30219.58715,13034.08451,13157.6494,17222.95674,2962.51249,683399.7686,2350154.987,255377.7605,1576764.216,24319824.23,16209507.32,839221.7521,64272.71883,30789158.77,25074.18949,44618555.91,55041.38551
"HTP0450A",476011.1788,57263.32812,132403.0175,30928.47782,15449.10701,4109.652641,1342.781669,26705.39396,69964.67385,34236616.78,2523002.521,20334.45182,50118.50339,327.2234249,504691.6788,3846702.475,231841.3507,359284.9291,4023209.087,12770.96341,8237018.626,818582.9158,499812.0174,817550.1698,125164.7213,554728.2522,733040.5658,92703.09718,264615.0474,1408575.504,118105.2647,25072.4477,383101.4792,49876.72959,37278.98662,55801.09467,43878.32609,5454100.793,389475.2114,9923.817328,65747.86557,2595282.046,43479.88945,447801.4123,498122.6859,133004.634,46052.10582,20593.97029,5897027.913,2091373.122,3910994.831,5183777.165,24139.26239,57228.42869,220879.6444,12184.65135,9508.071321,4415575.488,113932.864,102721.4549,80928.22149,177569.4725,199258.3021,70919.04657,1859987.958,852493.5291,3505.212802,2448886.926,6306.536849,35375.01058,93554.25996,5567.321467,193633.226,95913.79312,54989.03357,80665.28498,113608.4207,296196.1081,7568799.205,1627.022318,1300651.468,461596.8959,66671.35835,103511.6391,7305.187499,2355.988158,46656.5568,71300635.09,16621275.01,118457.0283,81099.53922,20018.94079,2339317.808,34139.76227,201190.9119,468602.166,8037468.407,212408.1201,1126718.317,119961.762,194599.2177,929165.0384,352688.1072,102721.4549,35655570.22,615412.239,45495.73501,240275.8765,18141590.45,71686970.22,101920.3335,93015669.7,7268.450493,2898.005877,42602.8633,30529.71256,7768795.563,5824.976314,6062.130255,160182.5379,15322.45482,88307.27103,7861743.449,19629.36064,3734272.647,99506.30899,138126.2713,148530.6448,119672.1547,36395661.01,4398735.555,134779516.7,65186.33791,296575.5326,1950014.165,4985.354583,128167.4096,53277029.53,1292659.078,77891.7078,11185593.32,744901.3994,2807.044742,47761.94213,3713.152116,312.9289611,545681.9769,23025.57047,218606.3813,22513.42178,693478.2117,47886.14137,207703.4435,753822.2901,97766.8724,84666.4015,330506.0174,49840.74946,12874.77313,28648.4764,15787.63535,3122.127553,530784.4651,1642773.395,164094.3081,1859088.354,40299313.96,20750612.02,494001.3774,55159.90415,24428509.22,19248.48471,37049213.85,68772.37788
"HTP0451A",391002.7712,48807.44404,113803.7496,40074.33073,6717.033456,3585.909736,1985.661361,33209.65164,74103.73813,21886337.15,1698587.175,33017.17865,31011.19926,336.7318836,563626.2669,3279992.136,643056.5933,342928.1859,2529384.252,5776.530853,7030026.242,949545.1516,200675.697,174560.5445,73397.84908,294961.749,413011.9164,73501.41981,154111.117,988591.4878,19334.38954,31131.80529,626866.9867,23168.37206,33792.6428,44610.35306,22808.50797,5294855.349,350140.4417,19448.58764,53893.62989,1882674.668,31609.76477,412501.0131,375421.9361,178872.9468,98896.60687,21179.48365,5728668.307,2190550.118,1923813.138,5654350.354,9874.78909,18577.6983,284508.5384,15490.81312,4055.040308,3234635.644,146695.5311,84953.38553,75543.09877,153787.6274,289039.9508,64888.37031,1044100.479,469126.0756,1868.57481,2338872.702,29207.69446,17147.96882,119865.487,4929.989001,183234.5235,64047.90069,52145.52124,28120.44468,130103.848,551777.8933,6601306.416,4567.164073,920681.9628,397961.175,89569.57871,125321.7727,59638.79531,601.7307206,49922.74369,43091583.81,6994709.061,119035.9091,81004.07233,24115.35006,1659000.284,17116.44171,664603.4227,298350.2751,3060815.943,171826.0126,821395.7074,92782.56426,96044.3343,2409147.237,377583.2189,84953.38553,20497442.14,503140.2161,152375.4933,207709.6567,13417239.35,58117810.78,56680.60208,48947334.81,4241.270902,1205.669601,24275.35882,10371.18555,5836340.837,4707.050971,22202.90998,130432.3588,6755.509751,132114.0462,3698849.026,35601.05234,2335031.065,490895.1034,98129.26904,69134.34993,81962.93736,24355820.51,4821546.542,74269900.12,51038.75194,244541.7051,1653022.331,3307.139843,215636.4746,45695118.83,1079080.49,126328.4068,11592063.99,986768.4673,32184.69261,30512.75177,1131.692129,1992.944222,372597.9483,16756.62183,124788.2123,28175.48728,447138.6722,10265.6668,158895.0333,84676.9327,62379.23463,91700.41484,260877.9351,81137.09087,36731.83565,74825.64474,13109.26129,3174.274535,468419.2997,1794380.755,155758.6121,1817240.275,29400280.23,20448841.02,552460.7427,31380.19705,21181286.22,44890.43008,31407073.67,234640.1167
"HTP0452A",338428.6796,32431.02732,169742.917,11655.57924,9009.003239,2611.736983,664.9380187,29773.1843,114808.1494,31582993.06,2091972.232,101061.6876,22673.10524,668.5903217,494058.3007,3277890.984,307551.9956,257957.6868,2269533.867,2941.083791,6467801.622,533938.9257,250175.3972,246756.2052,69941.29392,251096.0502,467627.2615,65805.64892,168741.4168,904193.3889,108932.046,20801.63428,371638.1584,34650.12769,28045.61588,72194.84371,56091.83531,7531146.026,374142.561,13524.45286,74190.23543,2290038.129,134306.2565,424644.616,504330.9785,398792.4756,106171.6006,53968.29883,9947633.487,3943355.186,6201577.602,4707117.071,19276.56937,43204.05789,330985.8154,15947.51341,1893.013445,5367380.942,115549.9624,116757.3757,94088.44896,221500.9663,539050.864,52478.18422,371338.9281,543914.5134,5713.32938,644675.7436,12964.88995,16433.33026,103889.4134,4467.81283,174321.8484,42629.13487,76364.5602,52528.6179,104384.8557,692413.6077,7711765.997,7861.290185,1623958.909,643016.6931,206384.9408,84723.37275,47538.53251,852.9072376,79267.70779,27224525.92,4257607.818,165886.1419,66357.3043,27887.92225,1847895.721,16715.5938,1056497.421,95462.53213,1342873.263,318609.5509,882783.6005,104060.0765,109128.5923,1331152.37,437987.6206,116757.3757,30207572.07,364258.0642,36417.84573,159196.3928,28317718.43,45236316.03,28232.34381,24705042.48,8506.918931,2833.57257,47034.5854,12396.16086,6469500.117,7391.577825,6458.75128,229204.0479,7410.399282,88458.54002,5040903.603,36328.11343,1617946.642,132127.5576,144485.7929,67310.85002,66956.49452,16207392.77,1694025.408,35627055.84,82244.53181,822639.8729,1638689.736,5129.45562,49309.78659,47687417.78,2328248.706,56437.76166,10606590.19,811327.0329,2625.835351,34866.22041,1507.364407,15259.07123,817807.6567,22158.07305,61187.9848,34727.47327,1002467.6,23584.78889,128434.6133,279791.0144,18911.05125,115397.8741,248355.8903,71018.6905,34984.2476,59977.04068,16375.33571,2432.164045,710802.8349,2217018.749,223093.97,1296304.043,31210107.71,18520146.03,539833.6256,42545.73006,28037647.47,105376.405,29698881.43,159551.5728
"HTP0454A",319482.5077,56429.34896,127762.8872,26008.02991,6422.710313,4615.376532,694.6457212,21125.11766,102926.8575,27641613.47,1796160.78,59011.7744,19489.96389,1166.863159,423602.9613,3249952.379,244378.8361,351478.3413,4947345.085,4922.90945,5867316.973,864117.5876,150125.0975,247093.6453,73886.6193,203535.6405,465755.2622,66488.83042,109464.0729,1339887.425,327085.2209,33970.74899,395312.577,33125.51982,27758.98351,64488.07694,40461.88567,9635377.702,667201.3279,8639.959681,121804.8908,1147733.61,103713.6627,514787.1218,355111.9747,109193.3156,345955.6916,403007.3595,7695530.661,2047583.295,10610106.27,6707392.828,12374.78315,57739.38546,358327.6388,13394.67579,8152.510406,3931007.064,161554.8352,92309.62353,76621.07156,224055.4056,537400.7224,152951.4193,885250.6814,862456.282,2330.2122,1974303.948,6316.738203,29508.28001,57787.31465,10013.94749,145304.1072,58520.93798,64172.12216,53528.99604,175490.315,631661.3279,7557614.666,3999.301147,1552276.963,112274.2453,56745.98202,144157.5082,5377.324067,1026.97764,55843.18884,43508741.94,8565058.048,119637.3537,53451.22241,23791.20563,2532965.686,22392.69577,324143.8203,284162.9639,3763880.981,157098.2385,773058.8359,84397.24211,93371.69689,1025344.763,439829.2977,92309.62353,35993650.55,424373.0452,83751.59625,139700.8294,29464582.83,54818689.46,57074.58707,44400797.32,9374.117875,2289.878308,52812.40131,19083.72154,5283080.608,6792.809186,8220.904031,216959.7762,10256.94089,92074.2188,6222510.554,42075.31947,4225794.409,240460.8126,109002.7156,67724.59329,128005.2258,28367813.08,3706053.847,69574477.4,71206.55741,522816.6931,2283866.323,4128.616722,198909.2921,42324257.55,1321363.81,56656.67684,13671221.68,1054039.944,3081.99662,23326.38315,826.5203693,5315.523595,629247.1281,23529.68261,119635.5022,25406.28598,902005.2986,65182.59586,57534.67837,614992.7626,75957.95434,82308.05146,466964.5843,24966.33738,19381.52671,27540.3757,11934.44124,1602.866755,417691.301,2047552.07,132570.7733,1848677.885,27784624.99,13319469.88,591097.8956,44176.62563,25217752.9,126155.789,38086003.34,116647.1801
"HTP0455B",574174.6432,51238.74564,181738.6493,7053.801046,2117.468128,1669.847453,1485.991687,28317.73226,74322.66691,25691573.12,1887837.063,18781.23677,36147.36826,957.2710085,499617.9193,2526665.055,196352.1327,267109.5502,2654748.994,1497.496829,3252429.052,480454.8779,381016.3039,528505.2726,112468.1103,344603.243,532973.2511,62597.41162,183268.8025,1214175.271,265099.0116,31918.11236,237086.2032,19740.13046,22916.05809,54397.80567,7212.562868,5568827.89,403592.2433,7049.074343,34629.09269,1861373.549,76980.08281,487229.943,396961.828,40068.71816,140630.0827,6302.979594,4459089.067,2577794.159,7330833.838,3477965.208,17634.29117,32858.93732,175851.3722,13304.16929,14529.90923,5284396.084,238962.6343,110339.8298,111669.0095,155035.9766,134352.9021,35620.31285,502955.327,553472.3885,5214.075677,2120153.471,10804.56576,22189.39796,126307.296,7301.84779,167598.4271,50930.2088,69851.09223,31065.56436,81163.48253,449625.5161,9141822.671,3221.368119,1851937.773,918698.9732,64166.52437,67382.61184,13814.25678,1051.372053,75920.53635,42345973.65,4156388.066,161607.9656,28361.19579,24909.61647,2166097.516,14527.04784,1080997.563,91565.61418,1864165.54,272935.2161,598323.4472,70206.59821,49228.78065,778211.6961,407041.8405,110339.8298,28091973.75,493091.2793,66070.44221,99925.72681,19800764.18,34768822.3,25670.70935,27231135.81,2616.349361,365.8806639,62565.32512,20016.2006,3930380.551,5347.317487,28463.63719,155604.838,8314.643621,108443.4016,3620487.412,21526.63575,3105540.295,238151.3404,170524.8864,46023.04841,90319.63486,30547453.72,2259341.966,62100469.79,64841.55096,358730.3377,1623671.03,15951.16292,72884.80095,37049939.46,2071758.834,52810.46025,10959868.05,379107.9083,523.214453,11642.03669,1353.097252,4737.78443,366686.8097,5030.599485,81114.61305,27004.28305,933660.8853,34750.97223,27843.58058,397033.8452,26676.62586,75990.58566,269720.1027,391851.2968,48972.60074,525013.7303,7673.586752,6032.805996,784500.7748,2253930.52,225437.1559,953033.8364,28265957.71,16436933.09,583019.8738,65367.41685,12017470.55,36549.78579,23868914.86,99593.41943
